year,user_id,corridor,policy,contact_date,latent_ready,observed_intent,observed_balance,phase_window
2023,1,KGS,frequency_gate,2023-09-06,False,False,True,True
2023,1,KGS,frequency_gate,2023-09-20,True,False,True,True
2023,1,KGS,frequency_gate,2023-09-28,True,True,False,True
2023,1,KGS,frequency_gate,2023-10-04,True,False,True,True
2023,1,KGS,frequency_gate,2023-10-11,True,True,True,True
2023,1,KGS,frequency_gate,2023-11-29,True,True,True,True
2023,1,KGS,frequency_gate,2023-12-05,False,False,False,True
2023,1,KGS,user_aware,2023-01-12,True,False,True,True
2023,1,KGS,user_aware,2023-01-18,True,True,True,True
2023,1,KGS,user_aware,2023-02-21,False,False,True,True
2023,1,KGS,user_aware,2023-03-01,True,True,True,True
2023,1,KGS,user_aware,2023-04-06,True,True,True,False
2023,1,KGS,user_aware,2023-05-03,True,True,True,False
2023,1,KGS,user_aware,2023-07-22,False,False,True,True
2023,1,KGS,user_aware,2023-08-03,True,True,True,True
2023,1,KGS,user_aware,2023-08-25,True,True,True,True
2023,1,KGS,user_aware,2023-09-06,False,False,True,True
2023,1,KGS,user_aware,2023-09-20,True,False,True,True
2023,1,KGS,user_aware,2023-10-04,True,False,True,True
2023,1,KGS,user_aware,2023-10-11,True,True,True,True
2023,1,KGS,user_aware,2023-11-23,True,True,True,False
2023,1,KGS,user_aware,2023-11-29,True,True,True,True
2023,1,KGS,user_aware,2023-12-13,True,True,True,False
2023,1,KGS,user_aware,2023-12-20,True,True,True,False
2023,1,KGS,matched_random_market,2023-01-18,True,True,True,True
2023,1,KGS,matched_random_market,2023-01-24,False,False,False,False
2023,1,KGS,matched_random_market,2023-01-31,False,False,False,False
2023,1,KGS,matched_random_market,2023-02-11,False,False,False,False
2023,1,KGS,matched_random_market,2023-03-31,False,False,False,False
2023,1,KGS,matched_random_market,2023-04-14,False,False,False,False
2023,1,KGS,matched_random_market,2023-05-03,True,True,True,False
2023,1,KGS,matched_random_market,2023-06-16,False,True,True,False
2023,1,KGS,matched_random_market,2023-06-23,False,False,False,False
2023,1,KGS,matched_random_market,2023-07-14,False,False,False,True
2023,1,KGS,matched_random_market,2023-07-22,False,False,True,True
2023,1,KGS,matched_random_market,2023-08-03,True,True,True,True
2023,1,KGS,matched_random_market,2023-09-20,True,False,True,True
2023,1,KGS,matched_random_market,2023-09-28,True,True,False,True
2023,1,KGS,matched_random_market,2023-11-17,False,False,False,False
2023,1,KGS,matched_random_market,2023-12-05,False,False,False,True
2023,1,KGS,matched_random_market,2023-12-20,True,True,True,False
2023,1,KGS,weekly_fixed,2023-01-10,False,False,False,False
2023,1,KGS,weekly_fixed,2023-01-17,False,False,True,False
2023,1,KGS,weekly_fixed,2023-01-24,False,False,False,False
2023,1,KGS,weekly_fixed,2023-01-31,False,False,False,False
2023,1,KGS,weekly_fixed,2023-02-07,False,False,True,False
2023,1,KGS,weekly_fixed,2023-02-14,False,False,False,True
2023,1,KGS,weekly_fixed,2023-02-21,False,False,True,True
2023,1,KGS,weekly_fixed,2023-02-28,True,True,True,True
2023,1,KGS,weekly_fixed,2023-03-07,False,False,False,True
2023,1,KGS,weekly_fixed,2023-03-14,True,True,True,True
2023,1,KGS,weekly_fixed,2023-03-21,False,False,False,True
2023,1,KGS,weekly_fixed,2023-03-28,True,False,True,True
2023,1,KGS,weekly_fixed,2023-04-04,True,True,True,True
2023,1,KGS,weekly_fixed,2023-04-11,True,True,True,True
2023,1,KGS,weekly_fixed,2023-04-18,False,False,False,True
2023,1,KGS,weekly_fixed,2023-04-25,False,False,True,True
2023,1,KGS,weekly_fixed,2023-05-03,True,True,True,False
2023,1,KGS,weekly_fixed,2023-05-11,False,False,False,False
2023,1,KGS,weekly_fixed,2023-05-16,False,False,True,True
2023,1,KGS,weekly_fixed,2023-05-23,True,True,True,True
2023,1,KGS,weekly_fixed,2023-05-30,True,True,True,False
2023,1,KGS,weekly_fixed,2023-06-06,True,True,True,False
2023,1,KGS,weekly_fixed,2023-06-14,False,False,True,False
2023,1,KGS,weekly_fixed,2023-06-20,False,False,False,False
2023,1,KGS,weekly_fixed,2023-06-27,True,False,True,False
2023,1,KGS,weekly_fixed,2023-07-04,False,False,False,False
2023,1,KGS,weekly_fixed,2023-07-11,True,False,True,False
2023,1,KGS,weekly_fixed,2023-07-18,True,False,True,False
2023,1,KGS,weekly_fixed,2023-07-25,False,False,False,False
2023,1,KGS,weekly_fixed,2023-08-01,False,False,True,False
2023,1,KGS,weekly_fixed,2023-08-08,False,False,True,False
2023,1,KGS,weekly_fixed,2023-08-15,True,True,True,False
2023,1,KGS,weekly_fixed,2023-08-22,False,False,False,False
2023,1,KGS,weekly_fixed,2023-08-29,True,True,True,False
2023,1,KGS,weekly_fixed,2023-09-05,False,False,True,False
2023,1,KGS,weekly_fixed,2023-09-12,False,False,True,False
2023,1,KGS,weekly_fixed,2023-09-19,True,True,True,False
2023,1,KGS,weekly_fixed,2023-09-26,False,False,False,False
2023,1,KGS,weekly_fixed,2023-10-03,False,False,False,True
2023,1,KGS,weekly_fixed,2023-10-10,False,False,False,True
2023,1,KGS,weekly_fixed,2023-10-17,True,True,True,True
2023,1,KGS,weekly_fixed,2023-10-24,False,False,False,True
2023,1,KGS,weekly_fixed,2023-10-31,False,False,True,True
2023,1,KGS,weekly_fixed,2023-11-08,False,False,True,True
2023,1,KGS,weekly_fixed,2023-11-14,False,False,False,True
2023,1,KGS,weekly_fixed,2023-11-21,False,False,False,True
2023,1,KGS,weekly_fixed,2023-11-28,True,False,False,True
2023,1,KGS,weekly_fixed,2023-12-05,False,False,False,True
2023,1,KGS,weekly_fixed,2023-12-12,True,True,True,True
2023,1,KGS,weekly_fixed,2023-12-19,True,False,True,True
2023,1,KGS,matched_calendar,2023-01-10,False,False,False,False
2023,1,KGS,matched_calendar,2023-01-31,False,False,False,False
2023,1,KGS,matched_calendar,2023-02-21,False,False,True,True
2023,1,KGS,matched_calendar,2023-03-17,False,False,False,False
2023,1,KGS,matched_calendar,2023-04-07,False,False,True,False
2023,1,KGS,matched_calendar,2023-04-28,False,False,False,False
2023,1,KGS,matched_calendar,2023-05-24,True,False,True,False
2023,1,KGS,matched_calendar,2023-06-15,False,False,True,False
2023,1,KGS,matched_calendar,2023-07-06,False,False,False,False
2023,1,KGS,matched_calendar,2023-07-28,False,False,True,True
2023,1,KGS,matched_calendar,2023-08-18,False,False,False,True
2023,1,KGS,matched_calendar,2023-09-08,False,False,True,True
2023,1,KGS,matched_calendar,2023-09-29,True,True,True,True
2023,1,KGS,matched_calendar,2023-10-20,False,False,False,False
2023,1,KGS,matched_calendar,2023-11-11,False,False,False,False
2023,1,KGS,matched_calendar,2023-12-02,False,False,False,False
2023,1,KGS,matched_calendar,2023-12-23,False,False,True,False
2023,2,KZT,market_only,2023-01-12,True,True,True,True
2023,2,KZT,market_only,2023-01-18,True,True,True,True
2023,2,KZT,market_only,2023-01-24,False,False,False,False
2023,2,KZT,market_only,2023-01-31,False,False,False,False
2023,2,KZT,market_only,2023-02-07,False,False,True,False
2023,2,KZT,market_only,2023-02-11,False,False,True,False
2023,2,KZT,market_only,2023-02-21,True,True,True,False
2023,2,KZT,market_only,2023-03-01,False,False,True,False
2023,2,KZT,market_only,2023-03-11,False,False,True,True
2023,2,KZT,market_only,2023-03-29,True,True,True,False
2023,2,KZT,market_only,2023-04-04,False,False,True,False
2023,2,KZT,market_only,2023-05-26,True,False,True,False
2023,2,KZT,market_only,2023-06-03,True,False,True,False
2023,2,KZT,market_only,2023-06-09,False,False,False,False
2023,2,KZT,market_only,2023-06-16,False,False,True,False
2023,2,KZT,market_only,2023-06-23,False,False,False,False
2023,2,KZT,market_only,2023-06-29,True,True,True,False
2023,2,KZT,market_only,2023-07-06,False,False,False,False
2023,2,KZT,market_only,2023-07-18,False,False,False,True
2023,2,KZT,market_only,2023-07-28,False,False,False,False
2023,2,KZT,market_only,2023-08-03,False,False,True,False
2023,2,KZT,market_only,2023-08-09,False,False,False,True
2023,2,KZT,market_only,2023-08-31,False,False,False,True
2023,2,KZT,market_only,2023-09-06,False,False,False,True
2023,2,KZT,market_only,2023-09-23,False,False,False,False
2023,2,KZT,market_only,2023-09-29,True,True,True,True
2023,2,KZT,market_only,2023-10-07,False,False,True,False
2023,2,KZT,market_only,2023-10-28,True,True,True,True
2023,2,KZT,market_only,2023-11-11,True,True,False,True
2023,2,KZT,market_only,2023-11-17,True,True,True,True
2023,2,KZT,market_only,2023-11-23,True,True,True,False
2023,2,KZT,market_only,2023-11-29,False,False,False,False
2023,2,KZT,market_only,2023-12-05,False,False,False,False
2023,2,KZT,market_only,2023-12-13,False,False,False,False
2023,2,KZT,market_only,2023-12-20,False,False,True,False
2023,2,KZT,frequency_gate,2023-01-12,True,True,True,True
2023,2,KZT,frequency_gate,2023-01-18,True,True,True,True
2023,2,KZT,frequency_gate,2023-03-11,False,False,True,True
2023,2,KZT,frequency_gate,2023-07-18,False,False,False,True
2023,2,KZT,frequency_gate,2023-08-09,False,False,False,True
2023,2,KZT,frequency_gate,2023-08-31,False,False,False,True
2023,2,KZT,frequency_gate,2023-09-06,False,False,False,True
2023,2,KZT,frequency_gate,2023-09-29,True,True,True,True
2023,2,KZT,frequency_gate,2023-10-28,True,True,True,True
2023,2,KZT,frequency_gate,2023-11-11,True,True,False,True
2023,2,KZT,frequency_gate,2023-11-17,True,True,True,True
2023,2,KZT,user_aware,2023-01-12,True,True,True,True
2023,2,KZT,user_aware,2023-01-18,True,True,True,True
2023,2,KZT,user_aware,2023-03-29,True,True,True,False
2023,2,KZT,user_aware,2023-06-29,True,True,True,False
2023,2,KZT,user_aware,2023-09-29,True,True,True,True
2023,2,KZT,user_aware,2023-10-28,True,True,True,True
2023,2,KZT,user_aware,2023-11-17,True,True,True,True
2023,2,KZT,user_aware,2023-11-23,True,True,True,False
2023,2,KZT,matched_random_market,2023-01-12,True,True,True,True
2023,2,KZT,matched_random_market,2023-02-07,False,False,True,False
2023,2,KZT,matched_random_market,2023-04-04,False,False,True,False
2023,2,KZT,matched_random_market,2023-05-26,True,False,True,False
2023,2,KZT,matched_random_market,2023-06-29,True,True,True,False
2023,2,KZT,matched_random_market,2023-07-18,False,False,False,True
2023,2,KZT,matched_random_market,2023-07-28,False,False,False,False
2023,2,KZT,matched_random_market,2023-11-11,True,True,False,True
2023,2,KZT,weekly_fixed,2023-01-10,False,False,False,False
2023,2,KZT,weekly_fixed,2023-01-17,False,False,True,False
2023,2,KZT,weekly_fixed,2023-01-24,False,False,False,False
2023,2,KZT,weekly_fixed,2023-01-31,False,False,False,False
2023,2,KZT,weekly_fixed,2023-02-07,False,False,True,False
2023,2,KZT,weekly_fixed,2023-02-14,False,False,True,False
2023,2,KZT,weekly_fixed,2023-02-21,True,True,True,False
2023,2,KZT,weekly_fixed,2023-02-28,False,False,True,False
2023,2,KZT,weekly_fixed,2023-03-07,False,False,True,False
2023,2,KZT,weekly_fixed,2023-03-14,False,False,False,False
2023,2,KZT,weekly_fixed,2023-03-21,False,False,False,False
2023,2,KZT,weekly_fixed,2023-03-28,False,False,True,False
2023,2,KZT,weekly_fixed,2023-04-04,False,False,True,False
2023,2,KZT,weekly_fixed,2023-04-11,False,False,True,False
2023,2,KZT,weekly_fixed,2023-04-18,False,False,False,False
2023,2,KZT,weekly_fixed,2023-04-25,False,False,True,False
2023,2,KZT,weekly_fixed,2023-05-03,False,False,False,False
2023,2,KZT,weekly_fixed,2023-05-11,False,False,True,False
2023,2,KZT,weekly_fixed,2023-05-16,False,False,True,False
2023,2,KZT,weekly_fixed,2023-05-23,False,False,False,False
2023,2,KZT,weekly_fixed,2023-05-30,False,False,True,False
2023,2,KZT,weekly_fixed,2023-06-06,False,False,True,True
2023,2,KZT,weekly_fixed,2023-06-14,True,False,True,False
2023,2,KZT,weekly_fixed,2023-06-20,False,False,True,True
2023,2,KZT,weekly_fixed,2023-06-27,False,False,True,True
2023,2,KZT,weekly_fixed,2023-07-04,False,False,False,True
2023,2,KZT,weekly_fixed,2023-07-11,False,False,True,True
2023,2,KZT,weekly_fixed,2023-07-18,False,False,False,True
2023,2,KZT,weekly_fixed,2023-07-25,False,False,True,True
2023,2,KZT,weekly_fixed,2023-08-01,False,False,True,True
2023,2,KZT,weekly_fixed,2023-08-08,False,False,False,True
2023,2,KZT,weekly_fixed,2023-08-15,False,False,False,True
2023,2,KZT,weekly_fixed,2023-08-22,False,False,False,True
2023,2,KZT,weekly_fixed,2023-08-29,False,False,False,True
2023,2,KZT,weekly_fixed,2023-09-05,False,False,False,True
2023,2,KZT,weekly_fixed,2023-09-12,False,True,True,False
2023,2,KZT,weekly_fixed,2023-09-19,False,False,False,False
2023,2,KZT,weekly_fixed,2023-09-26,False,False,True,False
2023,2,KZT,weekly_fixed,2023-10-03,False,False,False,False
2023,2,KZT,weekly_fixed,2023-10-10,False,False,True,False
2023,2,KZT,weekly_fixed,2023-10-17,False,False,False,False
2023,2,KZT,weekly_fixed,2023-10-24,False,False,True,False
2023,2,KZT,weekly_fixed,2023-10-31,False,False,True,False
2023,2,KZT,weekly_fixed,2023-11-08,False,False,True,False
2023,2,KZT,weekly_fixed,2023-11-14,False,False,True,False
2023,2,KZT,weekly_fixed,2023-11-21,False,False,True,False
2023,2,KZT,weekly_fixed,2023-11-28,False,False,False,False
2023,2,KZT,weekly_fixed,2023-12-05,False,False,False,False
2023,2,KZT,weekly_fixed,2023-12-12,False,False,False,False
2023,2,KZT,weekly_fixed,2023-12-19,False,False,False,False
2023,2,KZT,matched_calendar,2023-01-10,False,False,False,False
2023,2,KZT,matched_calendar,2023-03-01,False,False,True,False
2023,2,KZT,matched_calendar,2023-04-20,False,False,True,False
2023,2,KZT,matched_calendar,2023-06-10,False,False,False,False
2023,2,KZT,matched_calendar,2023-08-01,False,False,True,True
2023,2,KZT,matched_calendar,2023-09-16,True,True,True,False
2023,2,KZT,matched_calendar,2023-11-04,False,False,False,True
2023,2,KZT,matched_calendar,2023-12-23,False,False,True,True
2023,3,TJS,market_only,2023-01-13,False,False,False,False
2023,3,TJS,market_only,2023-01-26,False,False,False,False
2023,3,TJS,market_only,2023-02-03,False,False,True,False
2023,3,TJS,market_only,2023-02-09,False,False,False,False
2023,3,TJS,market_only,2023-02-16,False,False,True,False
2023,3,TJS,market_only,2023-02-23,False,False,True,False
2023,3,TJS,market_only,2023-03-04,False,False,True,False
2023,3,TJS,market_only,2023-03-11,False,False,True,False
2023,3,TJS,market_only,2023-03-18,False,False,True,False
2023,3,TJS,market_only,2023-03-25,False,False,True,False
2023,3,TJS,market_only,2023-03-31,False,False,False,False
2023,3,TJS,market_only,2023-04-06,True,False,True,True
2023,3,TJS,market_only,2023-04-14,False,False,False,False
2023,3,TJS,market_only,2023-04-20,False,False,True,True
2023,3,TJS,market_only,2023-05-03,True,False,True,True
2023,3,TJS,market_only,2023-05-12,False,False,False,False
2023,3,TJS,market_only,2023-05-26,False,False,False,False
2023,3,TJS,market_only,2023-06-03,False,False,False,False
2023,3,TJS,market_only,2023-06-09,False,False,False,False
2023,3,TJS,market_only,2023-06-16,False,False,False,True
2023,3,TJS,market_only,2023-06-23,False,False,False,False
2023,3,TJS,market_only,2023-06-29,False,False,True,True
