seed,year,user_id,segment,interval_days,estimated_interval,transfers,transfers_per_year,urgent_fraction,median_advance_window,amount_cv,readiness_day_fraction,intent_tpr,intent_fpr
4101,2023,27,monthly,30.4375,29.579277634479197,12,12.594827586206897,0.4166666666666667,3.0,0.4531862350208167,0.10057471264367816,0.8285714285714286,0.01597444089456869
4101,2023,28,monthly,30.4375,31.235887678760616,12,12.594827586206897,0.25,4.5,0.5449082270703453,0.13218390804597702,0.6956521739130435,0.04304635761589404
4101,2023,29,monthly,30.4375,30.98352421476197,11,11.545258620689657,0.36363636363636365,3.0,0.3541453333678755,0.08908045977011494,0.6774193548387096,0.022082018927444796
4101,2023,30,monthly,30.4375,31.050703075797955,11,11.545258620689657,0.2727272727272727,5.0,0.3550026671881689,0.12643678160919541,0.6818181818181818,0.01644736842105263
4101,2023,31,monthly,30.4375,30.387591628733745,11,11.545258620689657,0.2727272727272727,3.0,0.4512676950539853,0.10632183908045977,0.6486486486486487,0.03215434083601286
4101,2023,32,monthly,30.4375,29.515005419249604,12,12.594827586206897,0.16666666666666666,3.5,0.3283451476189488,0.11494252873563218,0.65,0.022727272727272728
4101,2023,33,monthly,30.4375,30.147528858337925,12,12.594827586206897,0.3333333333333333,4.5,0.33041114523564113,0.12931034482758622,0.5555555555555556,0.033003300330033
4101,2023,34,monthly,30.4375,31.082093398072175,12,12.594827586206897,0.16666666666666666,4.5,0.32009333084912156,0.13505747126436782,0.6382978723404256,0.023255813953488372
4101,2023,35,monthly,30.4375,32.01976842895452,11,11.545258620689657,0.2727272727272727,3.0,0.2878766631943265,0.10344827586206896,0.6666666666666666,0.03205128205128205
4101,2023,36,monthly,30.4375,29.77647060529722,11,11.545258620689657,0.2727272727272727,4.0,0.4761856203271849,0.11206896551724138,0.717948717948718,0.04854368932038835
4101,2023,37,monthly,30.4375,30.621830768644244,11,11.545258620689657,0.0,5.0,0.36132265208648795,0.16379310344827586,0.8070175438596491,0.027491408934707903
4101,2023,38,monthly,30.4375,30.118977870021702,12,12.594827586206897,0.16666666666666666,4.0,0.25942366954240276,0.12931034482758622,0.7333333333333333,0.019801980198019802
4101,2023,39,monthly,30.4375,30.41135798627016,11,11.545258620689657,0.09090909090909091,5.0,0.3496290784154703,0.15229885057471265,0.7924528301886793,0.03389830508474576
4101,2023,40,occasional,90.0,88.8878946121198,4,4.198275862068965,0.0,7.0,0.3450839922480287,0.09195402298850575,0.71875,0.04113924050632911
4101,2023,41,occasional,90.0,87.27605081227419,4,4.198275862068965,0.25,10.0,0.2868543509520345,0.09195402298850575,0.71875,0.04430379746835443
4101,2023,42,occasional,90.0,92.13480183753393,3,3.148706896551724,0.3333333333333333,11.0,0.1025300556917943,0.07183908045977011,0.68,0.02476780185758514
4101,2023,43,occasional,60.0,57.99951778074444,6,6.297413793103448,0.0,11.5,0.25458314897173656,0.1781609195402299,0.6612903225806451,0.02097902097902098
4101,2023,44,occasional,60.0,59.44927402396802,6,6.297413793103448,0.5,5.0,0.4774536445432136,0.09770114942528736,0.7647058823529411,0.04777070063694268
4101,2023,45,occasional,60.0,62.56714809513582,6,6.297413793103448,0.0,7.0,0.3463752016547485,0.14367816091954022,0.68,0.030201342281879196
4101,2023,46,occasional,90.0,91.81380358548927,4,4.198275862068965,0.0,9.0,0.15177583440472614,0.10632183908045977,0.6756756756756757,0.01607717041800643
4101,2023,47,occasional,90.0,90.51596656407179,4,4.198275862068965,0.5,5.0,0.350361176095989,0.06321839080459771,0.9090909090909091,0.018404907975460124
4101,2023,48,occasional,60.0,60.40123740143595,6,6.297413793103448,0.16666666666666666,12.0,0.3376281207446192,0.16954022988505746,0.6440677966101694,0.02422145328719723
4101,2023,49,occasional,90.0,91.46708052025281,4,4.198275862068965,0.0,8.0,0.23018568975975015,0.10057471264367816,0.6,0.022364217252396165
4101,2023,50,occasional,90.0,87.80145796267848,4,4.198275862068965,0.0,11.5,0.4631439024918684,0.13218390804597702,0.8260869565217391,0.029801324503311258
4101,2023,51,occasional,60.0,56.978310621258515,6,6.297413793103448,0.3333333333333333,10.5,0.49875915335925664,0.13793103448275862,0.6875,0.043333333333333335
4101,2023,52,occasional,90.0,89.4255544723317,4,4.198275862068965,0.25,10.0,0.27027291045952173,0.10057471264367816,0.7428571428571429,0.01597444089456869
4101,2023,53,occasional,60.0,58.399698096495726,6,6.297413793103448,0.3333333333333333,6.5,0.2875284149173307,0.09770114942528736,0.6764705882352942,0.01592356687898089
4101,2023,54,occasional,180.0,180.77908353070615,2,2.0991379310344827,0.0,11.5,0.01702021703024445,0.06609195402298851,0.43478260869565216,0.012307692307692308
4101,2023,55,occasional,180.0,180.72013607413948,1,1.0495689655172413,0.0,9.0,,0.02586206896551724,0.7777777777777778,0.032448377581120944
4101,2023,56,occasional,90.0,95.21467911957347,4,4.198275862068965,0.0,10.0,0.09712292104940677,0.1206896551724138,0.7380952380952381,0.03594771241830065
4101,2023,57,occasional,60.0,59.82301413856996,6,6.297413793103448,0.3333333333333333,7.0,0.2316220716065021,0.11494252873563218,0.725,0.025974025974025976
4101,2023,58,occasional,90.0,93.03086849156301,4,4.198275862068965,0.25,11.0,0.3282051592013647,0.10344827586206896,0.75,0.038461538461538464
4101,2023,59,occasional,60.0,61.52710165024688,6,6.297413793103448,0.16666666666666666,8.0,0.1668633845018533,0.1235632183908046,0.6046511627906976,0.022950819672131147
4101,2024,0,frequent,7.0,7.133127744671121,50,52.17857142857142,0.24,2.0,0.37749010528507243,0.20857142857142857,0.8493150684931506,0.032490974729241874
4101,2024,1,frequent,7.0,6.796190939882971,50,52.17857142857142,0.22,2.0,0.33612758492384487,0.2,0.7571428571428571,0.03214285714285714
4101,2024,2,frequent,7.0,7.2095859206145665,50,52.17857142857142,0.24,2.0,0.5116152943331691,0.2257142857142857,0.7215189873417721,0.06273062730627306
4101,2024,3,frequent,7.0,7.784273342166501,50,52.17857142857142,0.18,2.0,0.3880708831472641,0.25142857142857145,0.7272727272727273,0.015267175572519083
4101,2024,4,frequent,7.0,6.886863352938239,50,52.17857142857142,0.22,2.0,0.4096668136895252,0.21428571428571427,0.7466666666666667,0.03636363636363636
4101,2024,5,frequent,7.0,7.751713182174344,50,52.17857142857142,0.22,1.0,0.3672515868949584,0.2057142857142857,0.7361111111111112,0.04316546762589928
4101,2024,6,frequent,14.0,14.131831655816896,26,27.132857142857144,0.15384615384615385,2.0,0.33269065305107604,0.13714285714285715,0.5625,0.03642384105960265
4101,2024,7,frequent,7.0,6.985705579431121,50,52.17857142857142,0.16,2.0,0.480011098046661,0.23714285714285716,0.6746987951807228,0.018726591760299626
4101,2024,8,frequent,7.0,7.195219995296046,51,53.222142857142856,0.19607843137254902,2.0,0.5058940967782046,0.2342857142857143,0.6951219512195121,0.029850746268656716
4101,2024,9,frequent,7.0,7.273276483912715,50,52.17857142857142,0.12,2.0,0.41237968633416483,0.2542857142857143,0.6741573033707865,0.01532567049808429
4101,2024,10,frequent,14.0,13.667455583977892,25,26.08928571428571,0.24,1.0,0.33752198368236014,0.10571428571428572,0.8108108108108109,0.04472843450479233
4101,2024,11,frequent,14.0,14.305133956478716,25,26.08928571428571,0.12,2.0,0.32174104241959006,0.11142857142857143,0.7692307692307693,0.028938906752411574
4101,2024,12,frequent,7.0,6.582950339709271,50,52.17857142857142,0.28,2.0,0.39721660390247177,0.20285714285714285,0.7183098591549296,0.025089605734767026
4101,2024,13,frequent,7.0,6.922952943953902,51,53.222142857142856,0.19607843137254902,2.0,0.3517793415410967,0.2342857142857143,0.8048780487804879,0.026119402985074626
4101,2024,14,frequent,14.0,13.828691497535821,25,26.08928571428571,0.2,2.0,0.38699617079454157,0.12857142857142856,0.7333333333333333,0.019672131147540985
4101,2024,15,frequent,14.0,14.32071827427421,25,26.08928571428571,0.12,2.0,0.36000361050717594,0.11428571428571428,0.675,0.03225806451612903
4101,2024,16,frequent,14.0,14.052741306263691,26,27.132857142857144,0.3076923076923077,1.0,0.3183415147031915,0.09142857142857143,0.875,0.02830188679245283
4101,2024,17,frequent,14.0,14.104580890363295,25,26.08928571428571,0.24,2.0,0.4314437266845567,0.10285714285714286,0.75,0.03184713375796178
4101,2024,18,frequent,14.0,14.373428903255746,25,26.08928571428571,0.2,1.0,0.38177963614456206,0.11714285714285715,0.6585365853658537,0.042071197411003236
4101,2024,19,frequent,7.0,7.3102570178162765,50,52.17857142857142,0.24,2.0,0.39446316024208056,0.20857142857142857,0.6164383561643836,0.036101083032490974
4101,2024,20,monthly,30.4375,29.06892845885389,11,11.479285714285716,0.18181818181818182,4.0,0.39460675369300485,0.13142857142857142,0.6304347826086957,0.02631578947368421
4101,2024,21,monthly,30.4375,30.165742685398328,12,12.522857142857143,0.08333333333333333,5.5,0.24756307732096974,0.16857142857142857,0.6440677966101694,0.044673539518900345
4101,2024,22,monthly,30.4375,31.08047230104986,11,11.479285714285716,0.2727272727272727,3.0,0.3060799444185258,0.10857142857142857,0.5526315789473685,0.03205128205128205
4101,2024,23,monthly,30.4375,29.826517496832665,12,12.522857142857143,0.3333333333333333,3.5,0.34142543145725635,0.11714285714285715,0.7804878048780488,0.022653721682847898
4101,2024,24,monthly,30.4375,31.076866803945386,12,12.522857142857143,0.5,2.0,0.2567617638020294,0.08857142857142856,0.7419354838709677,0.03134796238244514
4101,2024,25,monthly,30.4375,30.142467244666,12,12.522857142857143,0.08333333333333333,3.0,0.3228341023765926,0.12285714285714286,0.6976744186046512,0.035830618892508145
4101,2024,26,monthly,30.4375,30.043131770359373,11,11.479285714285716,0.09090909090909091,5.0,0.3460555043357718,0.15714285714285714,0.6909090909090909,0.023728813559322035
4101,2024,27,monthly,30.4375,29.579277634479197,12,12.522857142857143,0.16666666666666666,3.0,0.22399104659020244,0.12285714285714286,0.6744186046511628,0.029315960912052116
4101,2024,28,monthly,30.4375,31.235887678760616,12,12.522857142857143,0.25,4.0,0.5576653672237648,0.11714285714285715,0.5121951219512195,0.019417475728155338
4101,2024,29,monthly,30.4375,30.98352421476197,11,11.479285714285716,0.18181818181818182,5.0,0.4508398029352919,0.12857142857142856,0.6444444444444445,0.03278688524590164
4101,2024,30,monthly,30.4375,31.050703075797955,11,11.479285714285716,0.18181818181818182,4.0,0.28852822273709655,0.12285714285714286,0.6511627906976745,0.026058631921824105
4101,2024,31,monthly,30.4375,30.387591628733745,11,11.479285714285716,0.0,4.0,0.44889741603340705,0.14857142857142858,0.7307692307692307,0.020134228187919462
4101,2024,32,monthly,30.4375,29.515005419249604,11,11.479285714285716,0.18181818181818182,5.0,0.35924700790393715,0.13428571428571429,0.574468085106383,0.0231023102310231
4101,2024,33,monthly,30.4375,30.147528858337925,12,12.522857142857143,0.3333333333333333,4.0,0.27918658701881716,0.10857142857142857,0.7105263157894737,0.019230769230769232
4101,2024,34,monthly,30.4375,31.082093398072175,11,11.479285714285716,0.18181818181818182,5.0,0.2467455310000137,0.11714285714285715,0.6829268292682927,0.038834951456310676
4101,2024,35,monthly,30.4375,32.01976842895452,11,11.479285714285716,0.45454545454545453,3.0,0.5385575377530784,0.07142857142857142,0.88,0.024615384615384615
4101,2024,36,monthly,30.4375,29.77647060529722,12,12.522857142857143,0.16666666666666666,5.0,0.29037371638808207,0.15142857142857144,0.6792452830188679,0.026936026936026935
4101,2024,37,monthly,30.4375,30.621830768644244,12,12.522857142857143,0.25,3.0,0.3440702661405563,0.10285714285714286,0.6666666666666666,0.025477707006369428
4101,2024,38,monthly,30.4375,30.118977870021702,11,11.479285714285716,0.2727272727272727,4.0,0.4623494427038187,0.11428571428571428,0.675,0.01935483870967742
4101,2024,39,monthly,30.4375,30.41135798627016,11,11.479285714285716,0.0,5.0,0.4193706285751088,0.1657142857142857,0.7068965517241379,0.0273972602739726
4101,2024,40,occasional,90.0,88.8878946121198,4,4.174285714285714,0.75,0.0,0.28364691419579247,0.02857142857142857,0.7,0.03529411764705882
4101,2024,41,occasional,90.0,87.27605081227419,4,4.174285714285714,0.25,12.5,0.3536324689421452,0.11142857142857143,0.7435897435897436,0.02572347266881029
4101,2024,42,occasional,90.0,92.13480183753393,3,3.130714285714286,0.0,9.0,0.12128146015159252,0.08,0.7142857142857143,0.037267080745341616
4101,2024,43,occasional,60.0,57.99951778074444,5,5.2178571428571425,0.0,8.0,0.37228668496186695,0.13142857142857142,0.7608695652173914,0.023026315789473683
4101,2024,44,occasional,60.0,59.44927402396802,6,6.261428571428572,0.16666666666666666,7.0,0.35381339853156013,0.10857142857142857,0.7105263157894737,0.02564102564102564
4101,2024,45,occasional,60.0,62.56714809513582,6,6.261428571428572,0.5,4.5,0.3069780644095321,0.1,0.6571428571428571,0.022222222222222223
4101,2024,46,occasional,90.0,91.81380358548927,4,4.174285714285714,0.25,7.5,0.35445115191926846,0.07428571428571429,0.7692307692307693,0.05246913580246913
4101,2024,47,occasional,90.0,90.51596656407179,4,4.174285714285714,0.0,7.5,0.27231123644831945,0.09428571428571429,0.696969696969697,0.022082018927444796
4101,2024,48,occasional,60.0,60.40123740143595,6,6.261428571428572,0.16666666666666666,7.0,0.18533895837832423,0.1,0.6285714285714286,0.031746031746031744
4101,2024,49,occasional,90.0,91.46708052025281,3,3.130714285714286,0.0,9.0,0.16805203866157886,0.07428571428571429,0.6923076923076923,0.033950617283950615
4101,2024,50,occasional,90.0,87.80145796267848,4,4.174285714285714,0.25,9.5,0.35650781047817554,0.08571428571428572,0.8,0.025
4101,2024,51,occasional,60.0,56.978310621258515,6,6.261428571428572,0.0,9.0,0.3691892522296961,0.16857142857142857,0.6949152542372882,0.037800687285223365
4101,2024,52,occasional,90.0,89.4255544723317,4,4.174285714285714,0.25,6.5,0.2685113550576767,0.07714285714285714,0.6666666666666666,0.01238390092879257
4101,2024,53,occasional,60.0,58.399698096495726,6,6.261428571428572,0.16666666666666666,8.0,0.557430437582648,0.12285714285714286,0.7906976744186046,0.03257328990228013
4101,2024,54,occasional,180.0,180.77908353070615,2,2.087142857142857,0.0,9.5,0.38947570370444723,0.054285714285714284,0.5789473684210527,0.04833836858006042
4101,2024,55,occasional,180.0,180.72013607413948,1,1.0435714285714286,0.0,13.0,,0.037142857142857144,0.8461538461538461,0.017804154302670624
4101,2024,56,occasional,90.0,95.21467911957347,4,4.174285714285714,0.25,10.5,0.2955738312761186,0.09714285714285714,0.8235294117647058,0.03481012658227848
4101,2024,57,occasional,60.0,59.82301413856996,6,6.261428571428572,0.0,8.0,0.18237603147271586,0.14285714285714285,0.72,0.03666666666666667
4101,2024,58,occasional,90.0,93.03086849156301,4,4.174285714285714,0.0,9.0,0.3771395895282377,0.10571428571428572,0.5945945945945946,0.02875399361022364
4101,2024,59,occasional,60.0,61.52710165024688,6,6.261428571428572,0.0,8.0,0.33553256878570303,0.16285714285714287,0.7719298245614035,0.04436860068259386
4101,2025,0,frequent,7.0,7.133127744671121,50,52.32808022922636,0.08,2.0,0.42134411373501673,0.2521489971346705,0.6818181818181818,0.03065134099616858
4101,2025,1,frequent,7.0,6.796190939882971,49,51.28151862464183,0.1836734693877551,2.0,0.3699575614067744,0.22063037249283668,0.7792207792207793,0.03308823529411765
4101,2025,2,frequent,7.0,7.2095859206145665,50,52.32808022922636,0.2,2.0,0.41417695767107326,0.22349570200573066,0.7051282051282052,0.02214022140221402
4101,2025,3,frequent,7.0,7.784273342166501,49,51.28151862464183,0.20408163265306123,2.0,0.44675544975842607,0.22349570200573066,0.7948717948717948,0.04059040590405904
4101,2025,4,frequent,7.0,6.886863352938239,50,52.32808022922636,0.12,2.0,0.47132799188430785,0.24068767908309455,0.7261904761904762,0.03018867924528302
4101,2025,5,frequent,7.0,7.751713182174344,50,52.32808022922636,0.18,2.0,0.4647824832798417,0.2349570200573066,0.6707317073170732,0.04868913857677903
4101,2025,6,frequent,14.0,14.131831655816896,25,26.16404011461318,0.2,2.0,0.40415086050650406,0.11461318051575932,0.6,0.03559870550161812
4101,2025,7,frequent,7.0,6.985705579431121,50,52.32808022922636,0.28,1.0,0.46575972808175203,0.18911174785100288,0.6818181818181818,0.045936395759717315
4101,2025,8,frequent,7.0,7.195219995296046,49,51.28151862464183,0.32653061224489793,2.0,0.46984136585023145,0.1977077363896848,0.7101449275362319,0.02857142857142857
4101,2025,9,frequent,7.0,7.273276483912715,50,52.32808022922636,0.2,2.0,0.39836089668051594,0.22922636103151864,0.775,0.04460966542750929
4101,2025,10,frequent,14.0,13.667455583977892,25,26.16404011461318,0.32,1.0,0.3645955241243781,0.08595988538681948,0.6666666666666666,0.03761755485893417
4101,2025,11,frequent,14.0,14.305133956478716,24,25.117478510028654,0.16666666666666666,2.0,0.3260966068067177,0.10888252148997135,0.6578947368421053,0.022508038585209004
4101,2025,12,frequent,7.0,6.582950339709271,50,52.32808022922636,0.3,2.0,0.4127089370144231,0.2034383954154728,0.647887323943662,0.03237410071942446
4101,2025,13,frequent,7.0,6.922952943953902,50,52.32808022922636,0.2,1.5,0.467264105756503,0.21203438395415472,0.6891891891891891,0.02909090909090909
4101,2025,14,frequent,14.0,13.828691497535821,25,26.16404011461318,0.32,1.0,0.46698765483756766,0.08882521489971347,0.8709677419354839,0.031446540880503145
4101,2025,15,frequent,14.0,14.32071827427421,25,26.16404011461318,0.12,2.0,0.3391492890641296,0.1518624641833811,0.7169811320754716,0.02702702702702703
4101,2025,16,frequent,14.0,14.052741306263691,24,25.117478510028654,0.3333333333333333,2.0,0.3725272608905656,0.09455587392550144,0.7272727272727273,0.03481012658227848
4101,2025,17,frequent,14.0,14.104580890363295,25,26.16404011461318,0.32,1.0,0.39896350064714786,0.09742120343839542,0.8235294117647058,0.022222222222222223
4101,2025,18,frequent,14.0,14.373428903255746,25,26.16404011461318,0.28,1.0,0.32701270753941747,0.09169054441260745,0.65625,0.022082018927444796
4101,2025,19,frequent,7.0,7.3102570178162765,49,51.28151862464183,0.1836734693877551,2.0,0.4492559880074389,0.22922636103151864,0.7,0.011152416356877323
4101,2025,20,monthly,30.4375,29.06892845885389,11,11.512177650429798,0.09090909090909091,4.0,0.4120323418020897,0.1346704871060172,0.6382978723404256,0.03642384105960265
4101,2025,21,monthly,30.4375,30.165742685398328,12,12.558739255014327,0.08333333333333333,4.0,0.3065860321595201,0.1518624641833811,0.7358490566037735,0.016891891891891893
4101,2025,22,monthly,30.4375,31.08047230104986,11,11.512177650429798,0.18181818181818182,4.0,0.3148459342964171,0.11174785100286533,0.6410256410256411,0.04516129032258064
4101,2025,23,monthly,30.4375,29.826517496832665,12,12.558739255014327,0.25,4.0,0.6099860212734405,0.1346704871060172,0.723404255319149,0.04304635761589404
4101,2025,24,monthly,30.4375,31.076866803945386,12,12.558739255014327,0.08333333333333333,6.0,0.35582338089197135,0.17478510028653296,0.7377049180327869,0.03125
4101,2025,25,monthly,30.4375,30.142467244666,12,12.558739255014327,0.25,4.0,0.33238481630748845,0.12893982808022922,0.7333333333333333,0.046052631578947366
4101,2025,26,monthly,30.4375,30.043131770359373,11,11.512177650429798,0.18181818181818182,5.0,0.4125502777877772,0.12607449856733524,0.75,0.02622950819672131
4101,2025,27,monthly,30.4375,29.579277634479197,11,11.512177650429798,0.09090909090909091,4.0,0.3133312631522143,0.1318051575931232,0.6739130434782609,0.026402640264026403
4101,2025,28,monthly,30.4375,31.235887678760616,11,11.512177650429798,0.18181818181818182,5.0,0.3792156384923615,0.12607449856733524,0.6818181818181818,0.02622950819672131
4101,2025,29,monthly,30.4375,30.98352421476197,11,11.512177650429798,0.36363636363636365,3.0,0.3003894861264849,0.09169054441260745,0.53125,0.025236593059936908
4101,2025,30,monthly,30.4375,31.050703075797955,11,11.512177650429798,0.2727272727272727,4.0,0.29517040433458047,0.12320916905444126,0.813953488372093,0.016339869281045753
4101,2025,31,monthly,30.4375,30.387591628733745,11,11.512177650429798,0.09090909090909091,5.0,0.330512907870612,0.16332378223495703,0.6666666666666666,0.03767123287671233
4101,2025,32,monthly,30.4375,29.515005419249604,11,11.512177650429798,0.09090909090909091,5.0,0.4381138813446544,0.1489971346704871,0.75,0.04377104377104377
4101,2025,33,monthly,30.4375,30.147528858337925,12,12.558739255014327,0.25,4.0,0.37342840323458515,0.12893982808022922,0.7333333333333333,0.019736842105263157
4101,2025,34,monthly,30.4375,31.082093398072175,12,12.558739255014327,0.3333333333333333,4.5,0.32292250998630095,0.12893982808022922,0.5777777777777777,0.01644736842105263
4101,2025,35,monthly,30.4375,32.01976842895452,11,11.512177650429798,0.36363636363636365,4.0,0.2818795468820625,0.10888252148997135,0.7105263157894737,0.03536977491961415
4101,2025,36,monthly,30.4375,29.77647060529722,12,12.558739255014327,0.3333333333333333,3.0,0.39361728590459133,0.09455587392550144,0.8484848484848485,0.04430379746835443
4101,2025,37,monthly,30.4375,30.621830768644244,12,12.558739255014327,0.16666666666666666,5.0,0.367041630412962,0.15472779369627507,0.5740740740740741,0.023728813559322035
4101,2025,38,monthly,30.4375,30.118977870021702,12,12.558739255014327,0.25,4.0,0.41739036217497477,0.10888252148997135,0.6842105263157895,0.02572347266881029
4101,2025,39,monthly,30.4375,30.41135798627016,11,11.512177650429798,0.18181818181818182,4.0,0.2710243225631487,0.1174785100286533,0.7073170731707317,0.032467532467532464
4101,2025,40,occasional,90.0,88.8878946121198,4,4.186246418338109,0.0,10.5,0.3778708065668923,0.1174785100286533,0.6829268292682927,0.045454545454545456
4101,2025,41,occasional,90.0,87.27605081227419,4,4.186246418338109,0.25,13.0,0.3228080015324971,0.1174785100286533,0.6585365853658537,0.032467532467532464
4101,2025,42,occasional,90.0,92.13480183753393,4,4.186246418338109,0.25,6.5,0.5540370115108635,0.06876790830945559,0.625,0.03076923076923077
4101,2025,43,occasional,60.0,57.99951778074444,5,5.232808022922637,0.6,0.0,0.46615509747381023,0.06303724928366762,0.6818181818181818,0.039755351681957186
4101,2025,44,occasional,60.0,59.44927402396802,6,6.2793696275071635,0.3333333333333333,11.5,0.3238984137731536,0.1489971346704871,0.6538461538461539,0.016835016835016835
4101,2025,45,occasional,60.0,62.56714809513582,6,6.2793696275071635,0.3333333333333333,7.0,0.3348576416584738,0.11174785100286533,0.717948717948718,0.02903225806451613
4101,2025,46,occasional,90.0,91.81380358548927,4,4.186246418338109,0.0,9.0,0.37598130375986555,0.10315186246418338,0.6388888888888888,0.04792332268370607
4101,2025,47,occasional,90.0,90.51596656407179,4,4.186246418338109,0.0,9.5,0.18007760839794182,0.11174785100286533,0.7692307692307693,0.035483870967741936
4101,2025,48,occasional,60.0,60.40123740143595,6,6.2793696275071635,0.0,9.5,0.4713280415953052,0.17478510028653296,0.6885245901639344,0.020833333333333332
4101,2025,49,occasional,90.0,91.46708052025281,4,4.186246418338109,0.0,10.5,0.1997901020404553,0.11461318051575932,0.775,0.045307443365695796
4101,2025,50,occasional,90.0,87.80145796267848,4,4.186246418338109,0.0,8.5,0.5245074823750259,0.09169054441260745,0.71875,0.028391167192429023
4101,2025,51,occasional,60.0,56.978310621258515,6,6.2793696275071635,0.16666666666666666,9.0,0.1543605636013961,0.14613180515759314,0.7058823529411765,0.030201342281879196
4101,2025,52,occasional,90.0,89.4255544723317,4,4.186246418338109,0.25,7.5,0.5250891773825079,0.0830945558739255,0.6551724137931034,0.03125
4101,2025,53,occasional,60.0,58.399698096495726,6,6.2793696275071635,0.0,11.0,0.4191805562228226,0.18051575931232092,0.7619047619047619,0.02097902097902098
