TRADEDATE,OPEN,LOW,HIGH,CLOSE,NUMTRADES,WAPRICE,OPEN_RUB_PER_UNIT,LOW_RUB_PER_UNIT,HIGH_RUB_PER_UNIT,CLOSE_RUB_PER_UNIT,WAPRICE_RUB_PER_UNIT
2023-02-20,65.845,64.74,65.845,65.8,8,64.7929,0.0065845,0.006474,0.0065845,0.00658,0.00647929
2023-02-21,65.455,64.7425,65.455,65.28,8,65.421,0.0065455,0.006474250000000001,0.0065455,0.006528,0.0065421
2023-02-22,65.325,65.325,66.2975,66.2975,6,66.0196,0.0065325,0.0065325,0.00662975,0.00662975,0.00660196
2023-02-24,64.585,64.585,67.2375,65.4,4,64.9338,0.006458499999999999,0.006458499999999999,0.00672375,0.006540000000000001,0.006493380000000001
2023-02-27,65.16,55.0,65.16,62.5025,47,61.1568,0.006516,0.0055,0.006516,0.00625025,0.00611568
2023-02-28,63.5,63.5,66.9975,65.3625,23,65.6797,0.00635,0.00635,0.00669975,0.0065362499999999995,0.006567969999999999
2023-03-01,65.3625,62.5,65.3625,62.5,4,63.1367,0.0065362499999999995,0.00625,0.0065362499999999995,0.00625,0.0063136699999999995
2023-03-02,60.6,60.6,69.6,62.61,10,65.876,0.00606,0.00606,0.006959999999999999,0.006261,0.006587600000000001
2023-03-03,67.0,65.79,67.105,66.74,11,66.7185,0.0067,0.006579000000000001,0.0067105,0.006673999999999999,0.006671850000000001
2023-03-06,60.835,60.835,67.665,66.2975,12,64.3779,0.0060835,0.0060835,0.006766500000000001,0.00662975,0.00643779
2023-03-07,65.65,65.65,67.1975,65.6525,10,66.3094,0.0065650000000000005,0.0065650000000000005,0.006719750000000001,0.006565250000000001,0.006630939999999999
2023-03-09,65.65,63.6,65.65,63.6,3,65.445,0.0065650000000000005,0.00636,0.0065650000000000005,0.00636,0.006544499999999999
2023-03-10,67.0,67.0,67.81,67.7325,6,67.6676,0.0067,0.0067,0.006781000000000001,0.00677325,0.006766759999999999
2023-03-13,66.7,64.1025,67.485,67.465,9,66.5125,0.006670000000000001,0.006410250000000001,0.0067485,0.006746500000000001,0.00665125
2023-03-14,66.2025,66.0,66.9,66.9,4,66.6718,0.00662025,0.0066,0.006690000000000001,0.006690000000000001,0.006667180000000001
2023-03-15,66.35,64.8925,66.35,66.35,6,66.3078,0.006634999999999999,0.00648925,0.006634999999999999,0.006634999999999999,0.00663078
2023-03-16,66.8,65.2025,68.5,68.5,9,66.7374,0.006679999999999999,0.00652025,0.00685,0.00685,0.006673739999999999
2023-03-17,67.7175,66.0725,67.7175,67.0725,4,66.8452,0.00677175,0.00660725,0.00677175,0.0067072500000000005,0.00668452
2023-03-20,68.4975,67.3,68.4975,68.4475,6,68.1856,0.00684975,0.00673,0.00684975,0.00684475,0.0068185599999999996
2023-03-21,65.715,65.715,68.3975,68.3975,2,66.0982,0.0065715,0.0065715,0.0068397499999999995,0.0068397499999999995,0.006609820000000001
2023-03-22,68.2975,65.7225,68.2975,68.0,9,66.5477,0.00682975,0.00657225,0.00682975,0.0068,0.006654770000000001
2023-03-23,68.965,66.5,68.965,68.0975,4,68.0858,0.006896500000000001,0.00665,0.006896500000000001,0.00680975,0.006808580000000001
2023-03-24,67.9975,66.405,67.9975,66.405,3,67.9599,0.00679975,0.0066405,0.00679975,0.0066405,0.006795990000000001
2023-03-27,66.95,66.95,68.8775,68.8775,5,68.4411,0.006695,0.006695,0.00688775,0.00688775,0.0068441100000000005
2023-03-28,67.7975,67.0025,67.7975,67.7975,3,67.5325,0.00677975,0.00670025,0.00677975,0.00677975,0.00675325
2023-03-29,69.095,67.775,69.095,68.195,6,68.275,0.0069095,0.0067775000000000005,0.0069095,0.006819499999999999,0.0068275
2023-03-30,68.1475,68.1475,68.1475,68.1475,2,68.1475,0.00681475,0.00681475,0.00681475,0.00681475,0.00681475
2023-03-31,67.775,67.775,68.68,68.68,7,68.0136,0.0067775000000000005,0.0067775000000000005,0.006868000000000001,0.006868000000000001,0.006801359999999999
2023-04-03,66.785,66.785,69.3,69.3,11,68.5793,0.0066784999999999995,0.0066784999999999995,0.0069299999999999995,0.0069299999999999995,0.00685793
2023-04-04,70.0,68.17,70.0,70.0,6,68.4405,0.007,0.006817,0.007,0.007,0.00684405
2023-04-05,67.695,67.695,69.3,69.3,3,68.2467,0.0067694999999999995,0.0067694999999999995,0.0069299999999999995,0.0069299999999999995,0.0068246700000000006
2023-04-06,71.47,68.8125,71.9975,69.83,8,71.0822,0.007147,0.00688125,0.00719975,0.006983,0.00710822
2023-04-07,73.5425,71.04,73.5425,71.045,19,72.1964,0.0073542500000000005,0.007104000000000001,0.0073542500000000005,0.007104500000000001,0.007219639999999999
2023-04-10,72.4975,70.2325,72.4975,70.755,10,71.3063,0.00724975,0.00702325,0.00724975,0.007075499999999999,0.007130629999999999
2023-04-11,72.4975,71.1525,73.3975,73.395,12,73.03,0.00724975,0.00711525,0.007339749999999999,0.0073395,0.0073030000000000005
2023-04-12,73.3675,70.8775,73.3675,72.0,6,71.6789,0.00733675,0.007087749999999999,0.00733675,0.0072,0.00716789
2023-04-13,70.675,66.0025,73.22,68.515,10,70.7933,0.0070675,0.006600249999999999,0.0073219999999999995,0.0068515,0.00707933
2023-04-14,75.1275,65.5575,75.1275,74.8175,18,73.0133,0.0075127499999999995,0.006555750000000001,0.0075127499999999995,0.00748175,0.00730133
2023-04-17,68.5175,68.5175,74.4975,72.0975,18,71.0254,0.00685175,0.00685175,0.007449750000000001,0.00720975,0.00710254
2023-04-18,73.8975,70.7,73.8975,71.0,10,73.015,0.00738975,0.00707,0.00738975,0.0071,0.0073015
2023-04-19,71.0,70.8025,72.9975,70.8125,6,72.8036,0.0071,0.00708025,0.00729975,0.00708125,0.0072803600000000005
2023-04-20,70.9825,70.7025,72.9975,71.9975,6,70.8608,0.00709825,0.00707025,0.00729975,0.00719975,0.00708608
2023-04-21,66.2025,66.2025,72.0,72.0,5,69.921,0.00662025,0.00662025,0.0072,0.0072,0.0069921
2023-04-24,70.8025,69.0025,74.9975,69.01,8,71.3661,0.00708025,0.00690025,0.00749975,0.006901000000000001,0.007136610000000001
2023-04-25,74.9975,69.1125,74.9975,73.75,9,71.0242,0.00749975,0.00691125,0.00749975,0.007375,0.007102419999999999
2023-04-26,70.0025,70.0025,77.025,72.6875,11,72.681,0.0070002499999999995,0.0070002499999999995,0.0077025,0.00726875,0.0072680999999999996
2023-04-27,69.0025,69.0025,74.9975,71.0,10,72.4513,0.00690025,0.00690025,0.00749975,0.0071,0.007245130000000001
2023-04-28,72.9975,69.0025,72.9975,71.6,8,71.5994,0.00729975,0.00690025,0.00729975,0.00716,0.00715994
2023-05-02,72.9975,72.9975,72.9975,72.9975,4,72.9975,0.00729975,0.00729975,0.00729975,0.00729975,0.00729975
2023-05-03,72.9975,70.005,72.9975,70.1,8,70.67,0.00729975,0.0070005,0.00729975,0.00701,0.007067
2023-05-04,69.255,69.0,72.7275,69.0,11,69.9693,0.006925499999999999,0.0069,0.007272750000000001,0.0069,0.00699693
2023-05-05,74.015,67.005,74.015,67.005,17,70.4668,0.0074015,0.0067005,0.0074015,0.0067005,0.0070466800000000005
2023-05-08,70.69,65.0025,70.69,68.9975,5,70.2119,0.007069,0.00650025,0.007069,0.0068997500000000005,0.00702119
2023-05-10,67.0,67.0,67.0,67.0,4,67.0,0.0067,0.0067,0.0067,0.0067,0.0067
2023-05-11,70.055,66.0,70.055,67.9975,7,68.3965,0.0070055000000000004,0.0066,0.0070055000000000004,0.00679975,0.00683965
2023-05-12,67.0025,67.0025,69.305,69.305,3,67.3932,0.00670025,0.00670025,0.006930500000000001,0.006930500000000001,0.006739319999999999
2023-05-15,69.2975,68.0,69.9975,69.9875,5,69.8109,0.00692975,0.0068,0.00699975,0.00699875,0.0069810900000000006
2023-05-16,70.0,67.005,70.0,67.01,4,68.763,0.007,0.0067005,0.007,0.006701,0.0068763
2023-05-17,70.0025,69.0025,72.995,70.0,9,70.2221,0.0070002499999999995,0.00690025,0.0072995,0.007,0.00702221
2023-05-18,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-05-19,70.0,70.0,70.0,70.0,1,70.0,0.007,0.007,0.007,0.007,0.007
2023-05-22,70.0,70.0,70.0,70.0,1,70.0,0.007,0.007,0.007,0.007,0.007
2023-05-23,64.725,64.725,73.3175,70.9975,11,69.584,0.006472499999999999,0.006472499999999999,0.00733175,0.00709975,0.0069584
2023-05-24,67.005,67.005,73.9975,70.9975,5,69.834,0.0067005,0.0067005,0.00739975,0.00709975,0.006983400000000001
2023-05-25,67.5075,67.5075,70.9975,67.515,4,68.3825,0.006750749999999999,0.006750749999999999,0.00709975,0.0067515,0.00683825
2023-05-26,74.9975,67.505,74.9975,67.54,7,72.388,0.00749975,0.0067504999999999996,0.00749975,0.0067540000000000005,0.0072388
2023-05-29,75.4125,68.0075,75.4125,68.5025,9,71.1473,0.007541249999999999,0.0068007499999999995,0.007541249999999999,0.00685025,0.0071147300000000005
2023-05-30,73.8975,68.5125,73.8975,70.0,3,70.8033,0.00738975,0.006851250000000001,0.00738975,0.007,0.007080329999999999
2023-05-31,70.0675,70.0675,70.0725,70.0725,2,70.0688,0.00700675,0.00700675,0.0070072500000000005,0.0070072500000000005,0.007006879999999999
2023-06-01,70.3175,70.3175,71.94,71.8975,4,71.8845,0.00703175,0.00703175,0.007194,0.007189749999999999,0.00718845
2023-06-02,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-06-05,70.74,68.5125,70.74,68.5125,3,70.5915,0.0070739999999999996,0.006851250000000001,0.0070739999999999996,0.006851250000000001,0.007059149999999999
2023-06-06,69.9475,69.9475,71.4975,71.4975,2,70.7225,0.00699475,0.00699475,0.00714975,0.00714975,0.0070722499999999995
2023-06-07,70.2225,70.2225,70.2225,70.2225,1,70.2225,0.00702225,0.00702225,0.00702225,0.00702225,0.00702225
2023-06-08,70.6625,70.6625,72.2925,72.2925,3,71.8835,0.00706625,0.00706625,0.00722925,0.00722925,0.00718835
2023-06-09,66.865,66.865,74.4975,72.0,8,71.0456,0.0066865,0.0066865,0.007449750000000001,0.0072,0.007104559999999999
2023-06-13,71.895,71.895,73.5575,71.895,5,72.6777,0.0071895,0.0071895,0.00735575,0.0071895,0.00726777
2023-06-14,72.9325,69.0025,74.615,73.9375,8,73.9989,0.00729325,0.00690025,0.007461499999999999,0.00739375,0.007399890000000001
2023-06-15,74.4175,70.0,74.495,70.0,11,72.9818,0.0074417500000000004,0.007,0.0074495,0.007,0.0072981800000000005
2023-06-16,73.9975,70.0,77.0,77.0,16,73.7517,0.00739975,0.007,0.0077,0.0077,0.00737517
2023-06-19,72.58,72.58,76.9975,72.5925,5,74.1772,0.007258,0.007258,0.00769975,0.00725925,0.00741772
2023-06-20,74.1275,72.6025,74.1275,72.6025,2,74.0186,0.00741275,0.00726025,0.00741275,0.00726025,0.0074018600000000006
2023-06-21,73.0025,73.0025,77.9975,73.0025,9,73.5688,0.0073002499999999994,0.0073002499999999994,0.00779975,0.0073002499999999994,0.00735688
2023-06-22,73.0,72.1,74.3075,72.1025,11,73.432,0.0073,0.007209999999999999,0.007430750000000001,0.0072102500000000005,0.0073432
2023-06-23,73.7675,72.3275,77.165,77.165,4,76.1594,0.00737675,0.0072327500000000005,0.0077165,0.0077165,0.007615940000000001
2023-06-26,69.6025,69.6025,76.9975,76.9975,5,75.993,0.00696025,0.00696025,0.00769975,0.00769975,0.0075993
2023-06-27,74.655,74.655,74.6575,74.6575,2,74.6563,0.0074655,0.0074655,0.00746575,0.00746575,0.00746563
2023-06-28,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-06-29,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-06-30,77.1725,71.6375,82.6475,81.9975,13,75.5867,0.00771725,0.00716375,0.00826475,0.00819975,0.007558669999999999
2023-07-03,81.7575,81.755,81.7575,81.755,3,81.7552,0.008175749999999999,0.008175499999999999,0.008175749999999999,0.008175499999999999,0.00817552
2023-07-04,72.07,72.07,81.4975,81.4975,2,77.7265,0.007206999999999999,0.007206999999999999,0.00814975,0.00814975,0.00777265
2023-07-05,81.7575,73.2325,81.7575,80.9975,4,79.5965,0.008175749999999999,0.00732325,0.008175749999999999,0.008099750000000001,0.00795965
2023-07-06,75.0775,75.0775,81.0,79.0025,6,77.5297,0.00750775,0.00750775,0.0081,0.00790025,0.0077529700000000005
2023-07-07,77.0025,77.0025,77.0025,77.0025,1,77.0025,0.00770025,0.00770025,0.00770025,0.00770025,0.00770025
2023-07-10,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-07-11,79.0,73.4275,84.2775,83.9975,6,79.5059,0.0079,0.0073427499999999995,0.00842775,0.008399750000000001,0.00795059
2023-07-12,81.9975,75.0175,82.0,82.0,12,79.92,0.00819975,0.00750175,0.0082,0.0082,0.007992
2023-07-13,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-07-14,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-07-17,79.365,77.435,81.9975,81.9975,3,79.4289,0.007936499999999999,0.0077435,0.00819975,0.00819975,0.00794289
2023-07-18,75.005,75.005,84.4975,78.0025,13,79.4851,0.007500499999999999,0.007500499999999999,0.00844975,0.00780025,0.00794851
2023-07-19,79.4,78.2,84.3325,78.2,6,79.6824,0.007940000000000001,0.00782,0.00843325,0.00782,0.00796824
2023-07-20,79.555,77.0025,83.71,77.0025,9,79.2612,0.0079555,0.00770025,0.008371,0.00770025,0.00792612
2023-07-21,78.855,77.0025,78.855,77.0025,2,77.62,0.0078855,0.00770025,0.0078855,0.00770025,0.007762000000000001
2023-07-24,78.9975,78.9975,78.9975,78.9975,1,78.9975,0.00789975,0.00789975,0.00789975,0.00789975,0.00789975
2023-07-25,77.215,76.4575,78.415,76.4575,4,77.5729,0.0077215,0.00764575,0.007841500000000001,0.00764575,0.00775729
2023-07-26,82.0475,77.0,82.0475,77.0,2,79.5238,0.00820475,0.0077,0.00820475,0.0077,0.00795238
2023-07-27,75.0025,75.0025,78.025,75.0025,5,76.7876,0.00750025,0.00750025,0.0078025,0.00750025,0.00767876
2023-07-28,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-07-31,78.9425,75.5025,81.995,79.9975,9,78.2871,0.00789425,0.00755025,0.0081995,0.00799975,0.00782871
2023-08-01,79.575,76.0025,79.5775,76.0025,8,77.5308,0.007957500000000001,0.007600249999999999,0.00795775,0.007600249999999999,0.00775308
2023-08-02,79.6,75.1025,79.8925,79.8,6,78.7025,0.00796,0.00751025,0.00798925,0.00798,0.00787025
2023-08-03,86.2325,75.61,86.3125,81.0,12,80.619,0.00862325,0.007561,0.00863125,0.0081,0.0080619
2023-08-04,75.715,75.715,86.5725,83.8975,11,82.06,0.0075715,0.0075715,0.00865725,0.00838975,0.008206
2023-08-07,79.0025,79.0025,87.9975,82.985,11,81.8545,0.00790025,0.00790025,0.00879975,0.0082985,0.00818545
2023-08-08,80.985,79.505,82.645,79.505,5,82.0957,0.0080985,0.0079505,0.0082645,0.0079505,0.00820957
2023-08-09,84.0125,80.5025,89.525,80.5025,9,84.4555,0.00840125,0.00805025,0.0089525,0.00805025,0.00844555
2023-08-10,79.515,79.515,88.0,80.0,10,84.6347,0.0079515,0.0079515,0.0088,0.008,0.008463469999999999
2023-08-11,80.005,80.005,87.9975,80.3075,12,86.8096,0.008000499999999999,0.008000499999999999,0.00879975,0.00803075,0.00868096
2023-08-14,84.225,82.92,87.9975,83.5025,11,84.2443,0.0084225,0.008292,0.00879975,0.00835025,0.00842443
2023-08-15,81.5,81.0025,87.3225,85.995,13,81.6115,0.00815,0.00810025,0.00873225,0.008599500000000001,0.00816115
2023-08-16,83.1,83.0,85.8975,83.0,5,83.8658,0.00831,0.0083,0.00858975,0.0083,0.00838658
2023-08-17,86.9975,80.0,86.9975,80.0,8,82.0369,0.008699750000000001,0.008,0.008699750000000001,0.008,0.00820369
2023-08-18,78.27,78.0225,84.9775,78.0225,12,78.2925,0.007826999999999999,0.007802249999999999,0.00849775,0.007802249999999999,0.007829250000000001
2023-08-21,78.7425,75.1,78.7425,77.275,7,78.6772,0.007874250000000001,0.007509999999999999,0.007874250000000001,0.007727500000000001,0.00786772
2023-08-22,78.0025,77.2775,80.75,80.75,5,77.8244,0.00780025,0.00772775,0.008075,0.008075,0.00778244
